Parameter,Value,Unit,DUT_ID,Spec_Min,Spec_Max,Test_Condition
VIL,0.677179,V,DUT_018,,0.8,Flow1_Nominal
VIL,0.543065,V,DUT_019,,0.8,Flow1_Nominal
VIL,0.548717,V,DUT_020,,0.8,Flow1_Nominal
VIL,0.562427,V,DUT_021,,0.8,Flow1_Nominal
VIL,0.535127,V,DUT_022,,0.8,Flow1_Nominal
VIL,0.506259,V,DUT_023,,0.8,Flow1_Nominal
VIL,0.314915,V,DUT_024,,0.8,Flow1_Nominal
VIL,0.48185,V,DUT_025,,0.8,Flow1_Nominal
IOH,-5.022847,mA,DUT_001,-8.0,,Flow1_Nominal
IOH,-5.20698,mA,DUT_002,-8.0,,Flow1_Nominal
IOH,-5.736736,mA,DUT_003,-8.0,,Flow1_Nominal
IOH,-3.532302,mA,DUT_004,-8.0,,Flow1_Nominal
IOH,-3.236295,mA,DUT_005,-8.0,,Flow1_Nominal
IOH,-4.487774,mA,DUT_006,-8.0,,Flow1_Nominal
IOH,-4.234612,mA,DUT_007,-8.0,,Flow1_Nominal
IOH,-3.789543,mA,DUT_008,-8.0,,Flow1_Nominal
IOH,-3.792087,mA,DUT_009,-8.0,,Flow1_Nominal
IOH,-3.351863,mA,DUT_010,-8.0,,Flow1_Nominal
IOH,-3.965011,mA,DUT_011,-8.0,,Flow1_Nominal
IOH,-4.44861,mA,DUT_012,-8.0,,Flow1_Nominal
IOH,-4.999317,mA,DUT_013,-8.0,,Flow1_Nominal
IOH,-5.153326,mA,DUT_014,-8.0,,Flow1_Nominal
IOH,-3.743237,mA,DUT_015,-8.0,,Flow1_Nominal
IOH,-3.547138,mA,DUT_016,-8.0,,Flow1_Nominal
IOH,-4.771175,mA,DUT_017,-8.0,,Flow1_Nominal
IOH,-4.34428,mA,DUT_018,-8.0,,Flow1_Nominal
IOH,-4.755677,mA,DUT_019,-8.0,,Flow1_Nominal
IOH,-4.307281,mA,DUT_020,-8.0,,Flow1_Nominal
IOH,-5.588872,mA,DUT_021,-8.0,,Flow1_Nominal
IOH,-1.438076,mA,DUT_022,-8.0,,Flow1_Nominal
IOH,-2.173848,mA,DUT_023,-8.0,,Flow1_Nominal
IOH,-5.167488,mA,DUT_024,-8.0,,Flow1_Nominal
IOH,-4.000302,mA,DUT_025,-8.0,,Flow1_Nominal
IOL,5.291621,mA,DUT_001,,8.0,Flow1_Nominal
IOL,4.49201,mA,DUT_002,,8.0,Flow1_Nominal
IOL,4.433816,mA,DUT_003,,8.0,Flow1_Nominal
IOL,3.849793,mA,DUT_004,,8.0,Flow1_Nominal
IOL,2.012465,mA,DUT_005,,8.0,Flow1_Nominal
IOL,4.175405,mA,DUT_006,,8.0,Flow1_Nominal
IOL,4.138456,mA,DUT_007,,8.0,Flow1_Nominal
IOL,1.92463,mA,DUT_008,,8.0,Flow1_Nominal
IOL,4.454854,mA,DUT_009,,8.0,Flow1_Nominal
IOL,4.474664,mA,DUT_010,,8.0,Flow1_Nominal
IOL,2.95557,mA,DUT_011,,8.0,Flow1_Nominal
IOL,3.662069,mA,DUT_012,,8.0,Flow1_Nominal
IOL,5.020216,mA,DUT_013,,8.0,Flow1_Nominal
IOL,2.946332,mA,DUT_014,,8.0,Flow1_Nominal
IOL,4.280612,mA,DUT_015,,8.0,Flow1_Nominal
IOL,5.146538,mA,DUT_016,,8.0,Flow1_Nominal
IOL,3.874216,mA,DUT_017,,8.0,Flow1_Nominal
IOL,3.007774,mA,DUT_018,,8.0,Flow1_Nominal
IOL,3.39052,mA,DUT_019,,8.0,Flow1_Nominal
IOL,5.492155,mA,DUT_020,,8.0,Flow1_Nominal
IOL,3.947777,mA,DUT_021,,8.0,Flow1_Nominal
IOL,3.928237,mA,DUT_022,,8.0,Flow1_Nominal
IOL,2.850757,mA,DUT_023,,8.0,Flow1_Nominal
IOL,3.872568,mA,DUT_024,,8.0,Flow1_Nominal
IOL,4.292828,mA,DUT_025,,8.0,Flow1_Nominal
Rise_Time,1.474112,ns,DUT_001,,5.0,Flow1_Nominal
Rise_Time,1.712067,ns,DUT_002,,5.0,Flow1_Nominal
Rise_Time,2.259451,ns,DUT_003,,5.0,Flow1_Nominal
Rise_Time,2.942119,ns,DUT_004,,5.0,Flow1_Nominal
Rise_Time,1.318574,ns,DUT_005,,5.0,Flow1_Nominal
Rise_Time,1.256223,ns,DUT_006,,5.0,Flow1_Nominal
Rise_Time,2.811378,ns,DUT_007,,5.0,Flow1_Nominal
Rise_Time,1.619287,ns,DUT_008,,5.0,Flow1_Nominal
Rise_Time,2.348191,ns,DUT_009,,5.0,Flow1_Nominal
Rise_Time,2.218427,ns,DUT_010,,5.0,Flow1_Nominal
Rise_Time,1.687103,ns,DUT_011,,5.0,Flow1_Nominal
Rise_Time,1.360238,ns,DUT_012,,5.0,Flow1_Nominal
Rise_Time,2.691462,ns,DUT_013,,5.0,Flow1_Nominal
Rise_Time,2.748467,ns,DUT_014,,5.0,Flow1_Nominal
Rise_Time,1.935325,ns,DUT_015,,5.0,Flow1_Nominal
Rise_Time,2.021187,ns,DUT_016,,5.0,Flow1_Nominal
Rise_Time,2.232099,ns,DUT_017,,5.0,Flow1_Nominal
Rise_Time,1.502315,ns,DUT_018,,5.0,Flow1_Nominal
Rise_Time,2.219582,ns,DUT_019,,5.0,Flow1_Nominal
Rise_Time,2.404316,ns,DUT_020,,5.0,Flow1_Nominal
Rise_Time,1.11957,ns,DUT_021,,5.0,Flow1_Nominal
Rise_Time,2.55347,ns,DUT_022,,5.0,Flow1_Nominal
Rise_Time,1.458648,ns,DUT_023,,5.0,Flow1_Nominal
Rise_Time,2.234816,ns,DUT_024,,5.0,Flow1_Nominal
Rise_Time,1.915919,ns,DUT_025,,5.0,Flow1_Nominal
Fall_Time,1.958234,ns,DUT_001,,5.0,Flow1_Nominal
Fall_Time,1.941431,ns,DUT_002,,5.0,Flow1_Nominal
Fall_Time,1.612889,ns,DUT_003,,5.0,Flow1_Nominal
Fall_Time,2.356826,ns,DUT_004,,5.0,Flow1_Nominal
Fall_Time,1.901843,ns,DUT_005,,5.0,Flow1_Nominal
Fall_Time,2.118262,ns,DUT_006,,5.0,Flow1_Nominal
Fall_Time,1.208902,ns,DUT_007,,5.0,Flow1_Nominal
Fall_Time,2.131226,ns,DUT_008,,5.0,Flow1_Nominal
Fall_Time,1.80625,ns,DUT_009,,5.0,Flow1_Nominal
Fall_Time,2.417089,ns,DUT_010,,5.0,Flow1_Nominal
Fall_Time,2.490284,ns,DUT_011,,5.0,Flow1_Nominal
Fall_Time,1.591087,ns,DUT_012,,5.0,Flow1_Nominal
Fall_Time,2.228623,ns,DUT_013,,5.0,Flow1_Nominal
Fall_Time,1.509549,ns,DUT_014,,5.0,Flow1_Nominal
Fall_Time,2.315272,ns,DUT_015,,5.0,Flow1_Nominal
Fall_Time,2.036629,ns,DUT_016,,5.0,Flow1_Nominal
Fall_Time,1.907799,ns,DUT_017,,5.0,Flow1_Nominal
Fall_Time,1.887005,ns,DUT_018,,5.0,Flow1_Nominal
Fall_Time,1.989837,ns,DUT_019,,5.0,Flow1_Nominal
Fall_Time,1.855194,ns,DUT_020,,5.0,Flow1_Nominal
Fall_Time,2.015005,ns,DUT_021,,5.0,Flow1_Nominal
Fall_Time,2.09817,ns,DUT_022,,5.0,Flow1_Nominal
Fall_Time,2.008564,ns,DUT_023,,5.0,Flow1_Nominal
Fall_Time,2.368343,ns,DUT_024,,5.0,Flow1_Nominal
Fall_Time,2.40444,ns,DUT_025,,5.0,Flow1_Nominal
Setup_Time,2.416135,ns,DUT_001,1.0,,Flow1_Nominal
Setup_Time,1.961478,ns,DUT_002,1.0,,Flow1_Nominal
Setup_Time,2.103837,ns,DUT_003,1.0,,Flow1_Nominal
Setup_Time,1.522376,ns,DUT_004,1.0,,Flow1_Nominal
Setup_Time,1.666718,ns,DUT_005,1.0,,Flow1_Nominal
Setup_Time,2.175106,ns,DUT_006,1.0,,Flow1_Nominal
Setup_Time,2.088573,ns,DUT_007,1.0,,Flow1_Nominal
Setup_Time,1.997452,ns,DUT_008,1.0,,Flow1_Nominal
Setup_Time,1.935879,ns,DUT_009,1.0,,Flow1_Nominal
Setup_Time,1.681219,ns,DUT_010,1.0,,Flow1_Nominal
Setup_Time,1.832364,ns,DUT_011,1.0,,Flow1_Nominal
Setup_Time,2.554719,ns,DUT_012,1.0,,Flow1_Nominal
Setup_Time,1.933524,ns,DUT_013,1.0,,Flow1_Nominal
Setup_Time,1.963899,ns,DUT_014,1.0,,Flow1_Nominal
Setup_Time,1.995778,ns,DUT_015,1.0,,Flow1_Nominal
Setup_Time,1.668088,ns,DUT_016,1.0,,Flow1_Nominal
Setup_Time,1.380346,ns,DUT_017,1.0,,Flow1_Nominal
Setup_Time,1.637847,ns,DUT_018,1.0,,Flow1_Nominal
Setup_Time,2.211599,ns,DUT_019,1.0,,Flow1_Nominal
Setup_Time,1.718986,ns,DUT_020,1.0,,Flow1_Nominal
Setup_Time,2.55944,ns,DUT_021,1.0,,Flow1_Nominal
Setup_Time,1.859275,ns,DUT_022,1.0,,Flow1_Nominal
Setup_Time,2.264498,ns,DUT_023,1.0,,Flow1_Nominal
Setup_Time,2.620017,ns,DUT_024,1.0,,Flow1_Nominal
Setup_Time,1.861585,ns,DUT_025,1.0,,Flow1_Nominal
Hold_Time,1.348213,ns,DUT_001,0.5,,Flow1_Nominal
Hold_Time,1.332755,ns,DUT_002,0.5,,Flow1_Nominal
Hold_Time,1.102293,ns,DUT_003,0.5,,Flow1_Nominal
Hold_Time,1.196393,ns,DUT_004,0.5,,Flow1_Nominal
Hold_Time,0.950777,ns,DUT_005,0.5,,Flow1_Nominal
Hold_Time,0.960958,ns,DUT_006,0.5,,Flow1_Nominal
Hold_Time,0.871894,ns,DUT_007,0.5,,Flow1_Nominal
Hold_Time,0.967654,ns,DUT_008,0.5,,Flow1_Nominal
Hold_Time,1.308886,ns,DUT_009,0.5,,Flow1_Nominal
Hold_Time,1.009149,ns,DUT_010,0.5,,Flow1_Nominal
Hold_Time,1.024846,ns,DUT_011,0.5,,Flow1_Nominal
Hold_Time,0.751545,ns,DUT_012,0.5,,Flow1_Nominal
Hold_Time,0.831481,ns,DUT_013,0.5,,Flow1_Nominal
Hold_Time,1.306169,ns,DUT_014,0.5,,Flow1_Nominal
Hold_Time,1.044866,ns,DUT_015,0.5,,Flow1_Nominal
Hold_Time,1.269696,ns,DUT_016,0.5,,Flow1_Nominal
Hold_Time,1.103555,ns,DUT_017,0.5,,Flow1_Nominal
Hold_Time,0.796514,ns,DUT_018,0.5,,Flow1_Nominal
Hold_Time,0.657513,ns,DUT_019,0.5,,Flow1_Nominal
Hold_Time,1.218707,ns,DUT_020,0.5,,Flow1_Nominal
Hold_Time,1.111121,ns,DUT_021,0.5,,Flow1_Nominal
Hold_Time,1.099727,ns,DUT_022,0.5,,Flow1_Nominal
Hold_Time,1.204919,ns,DUT_023,0.5,,Flow1_Nominal
Hold_Time,1.545073,ns,DUT_024,0.5,,Flow1_Nominal
Hold_Time,1.397622,ns,DUT_025,0.5,,Flow1_Nominal
Leakage_Current,2.548384,uA,DUT_001,,10.0,Flow1_Nominal
Leakage_Current,1.480281,uA,DUT_002,,10.0,Flow1_Nominal
Leakage_Current,3.159303,uA,DUT_003,,10.0,Flow1_Nominal
Leakage_Current,3.770849,uA,DUT_004,,10.0,Flow1_Nominal
Leakage_Current,1.739678,uA,DUT_005,,10.0,Flow1_Nominal
Leakage_Current,1.133711,uA,DUT_006,,10.0,Flow1_Nominal
Leakage_Current,3.482488,uA,DUT_007,,10.0,Flow1_Nominal
Leakage_Current,1.880823,uA,DUT_008,,10.0,Flow1_Nominal
Leakage_Current,3.380748,uA,DUT_009,,10.0,Flow1_Nominal
Leakage_Current,2.067924,uA,DUT_010,,10.0,Flow1_Nominal
Leakage_Current,1.708928,uA,DUT_011,,10.0,Flow1_Nominal
Leakage_Current,2.907869,uA,DUT_012,,10.0,Flow1_Nominal
Leakage_Current,3.260138,uA,DUT_013,,10.0,Flow1_Nominal
Leakage_Current,1.49125,uA,DUT_014,,10.0,Flow1_Nominal
Leakage_Current,4.249324,uA,DUT_015,,10.0,Flow1_Nominal
Leakage_Current,3.993839,uA,DUT_016,,10.0,Flow1_Nominal
Leakage_Current,-0.995397,uA,DUT_017,,10.0,Flow1_Nominal
Leakage_Current,0.959207,uA,DUT_018,,10.0,Flow1_Nominal
Leakage_Current,0.08679,uA,DUT_019,,10.0,Flow1_Nominal
Leakage_Current,0.519236,uA,DUT_020,,10.0,Flow1_Nominal
Leakage_Current,2.351248,uA,DUT_021,,10.0,Flow1_Nominal
Leakage_Current,3.170402,uA,DUT_022,,10.0,Flow1_Nominal
Leakage_Current,1.874391,uA,DUT_023,,10.0,Flow1_Nominal
Leakage_Current,3.425908,uA,DUT_024,,10.0,Flow1_Nominal
Leakage_Current,3.487098,uA,DUT_025,,10.0,Flow1_Nominal
Capacitance,4.586881,pF,DUT_001,,8.0,Flow1_Nominal
Capacitance,4.453433,pF,DUT_002,,8.0,Flow1_Nominal
Capacitance,4.025039,pF,DUT_003,,8.0,Flow1_Nominal
Capacitance,5.233895,pF,DUT_004,,8.0,Flow1_Nominal
Capacitance,4.555553,pF,DUT_005,,8.0,Flow1_Nominal
Capacitance,1.536286,pF,DUT_006,,8.0,Flow1_Nominal
Capacitance,4.142993,pF,DUT_007,,8.0,Flow1_Nominal
Capacitance,4.957485,pF,DUT_008,,8.0,Flow1_Nominal
Capacitance,3.613252,pF,DUT_009,,8.0,Flow1_Nominal
Capacitance,4.002481,pF,DUT_010,,8.0,Flow1_Nominal
Capacitance,5.240758,pF,DUT_011,,8.0,Flow1_Nominal
Capacitance,4.263311,pF,DUT_012,,8.0,Flow1_Nominal
Capacitance,5.550579,pF,DUT_013,,8.0,Flow1_Nominal
Capacitance,2.980442,pF,DUT_014,,8.0,Flow1_Nominal
Capacitance,3.855087,pF,DUT_015,,8.0,Flow1_Nominal
Capacitance,4.098405,pF,DUT_016,,8.0,Flow1_Nominal
Capacitance,3.782136,pF,DUT_017,,8.0,Flow1_Nominal
Capacitance,3.961621,pF,DUT_018,,8.0,Flow1_Nominal
Capacitance,5.288478,pF,DUT_019,,8.0,Flow1_Nominal
Capacitance,5.322453,pF,DUT_020,,8.0,Flow1_Nominal
Capacitance,5.18829,pF,DUT_021,,8.0,Flow1_Nominal
Capacitance,3.472257,pF,DUT_022,,8.0,Flow1_Nominal
Capacitance,4.546187,pF,DUT_023,,8.0,Flow1_Nominal
Capacitance,3.785274,pF,DUT_024,,8.0,Flow1_Nominal
Capacitance,4.291672,pF,DUT_025,,8.0,Flow1_Nominal
